File_ID,Group_ID,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,gt_label,coverage
img_1742,M,0,0,0,0,1,0,0.0035
img_1743,M,0,0,0,0,0,0,0.0107
img_1744,M,0,0,1,0,1,0,0.0078
img_1745,M,2,2,2,2,2,2,0.0386
img_1746,M,2,2,2,2,2,2,0.0644
img_1747,M,0,1,1,0,1,1,0.0071
img_1748,M,0,0,0,0,0,0,0.0087
img_1749,M,0,0,0,0,1,0,0.0125
img_1750,M,1,2,2,1,1,1,0.0119
img_1751,M,0,0,1,0,1,0,0.0134
img_1752,M,0,0,1,0,0,0,0.0256
img_1753,M,0,1,1,0,1,1,0.009
img_1754,M,1,2,2,2,2,2,0.0572
img_1755,M,2,2,2,2,2,2,0.0462
img_1756,M,1,1,1,0,1,1,0.006
img_1757,M,2,2,2,2,2,2,0.1032
img_1758,M,2,2,2,2,2,2,0.053
img_1759,M,0,0,0,0,1,0,0.0042
img_1760,M,0,0,0,0,0,0,0.0138
img_1761,M,0,1,1,0,1,1,0.0051
img_1762,M,0,0,1,0,1,0,0.0087
img_1763,M,0,1,1,1,1,1,0.0047
img_1764,M,0,1,1,2,1,1,0.0211
img_1765,M,2,2,2,0,2,2,0.0852
img_1766,M,0,0,0,1,1,0,0.0029
img_1767,M,1,1,1,1,1,1,0.0082
img_1768,M,1,2,2,0,2,2,0.0424
img_1769,M,0,1,1,0,0,0,0.0067
img_1770,M,0,1,0,1,1,1,0.0098
img_1771,M,0,1,1,0,0,0,0.0079
img_1965,16,1,1,1,1,1,1,0.0058
img_1966,16,2,2,2,2,2,2,0.0964
img_1967,16,1,2,2,2,1,2,0.0361
img_1968,16,1,1,1,1,1,1,0.0184
img_1969,16,2,2,2,2,2,2,0.0815
img_1970,16,1,2,1,2,1,1,0.0263
img_1971,16,2,2,2,2,2,2,0.0736
img_1972,16,1,1,1,1,1,1,0.0225
img_1973,16,2,1,2,1,1,1,0.0304
img_1974,16,1,1,1,1,0,1,0.0174
img_1975,16,0,0,0,0,0,0,0.0037
img_1976,16,1,1,1,1,1,1,0.0168
img_1977,16,1,1,1,1,0,1,0.0056
img_1978,16,0,0,0,0,0,0,0.0071
img_1979,16,1,1,1,1,1,1,0.0025
img_1980,16,0,0,0,0,0,0,0.0046
img_1981,16,1,1,2,2,2,2,0.093
img_1982,16,2,2,2,2,2,2,0.0423
img_1983,16,1,1,1,1,1,1,0.0207
img_1984,16,2,2,2,2,2,2,0.1165
img_1985,16,0,0,0,0,0,0,0.0236
img_1986,16,1,1,1,1,1,1,0.0455
img_1987,16,1,1,1,1,1,1,0.0256
img_1988,16,0,0,0,0,0,0,0.0102
img_1989,16,1,1,1,1,1,1,0.006
img_1990,16,1,1,1,1,1,1,0.0158
img_1991,16,1,2,2,1,1,1,0.0342
img_1992,16,1,1,1,1,0,1,0.0071
img_1993,16,0,0,0,0,0,0,0.0036
img_1994,16,0,0,0,0,0,0,0.0135
img_1995,16,2,2,2,2,2,2,0.0744
img_1996,16,1,1,1,1,1,1,0.0236
img_1997,16,1,1,1,2,1,1,0.0332
img_1998,16,0,0,1,1,0,0,0.0011
img_1999,16,1,1,1,1,1,1,0.0182
img_2000,16,1,1,1,1,0,1,0.0028
img_2001,16,1,1,1,1,0,1,0.016
img_2002,16,0,0,0,0,0,0,0.0184
img_2003,16,0,0,0,0,0,0,0.0099
img_2004,16,1,1,1,1,1,1,0.0363
img_2005,16,2,1,2,1,2,2,0.0418
img_2006,16,2,2,2,2,2,2,0.0599
img_2007,16,0,0,0,0,0,0,0.0154
img_2008,16,0,0,0,0,0,0,0.0103
img_2009,16,2,2,2,2,2,2,0.0519
img_2010,16,1,1,1,1,1,1,0.035
img_2011,16,1,1,1,1,1,1,0.0355
img_2012,16,2,2,2,2,2,2,0.047
img_2013,16,1,1,1,1,2,1,0.0365
img_2014,16,1,1,1,1,1,1,0.0327
img_2015,16,2,2,2,2,2,2,0.0391
img_2016,16,1,1,1,1,1,1,0.0112
img_2017,16,1,1,1,1,1,1,0.0153
img_2018,16,0,1,1,1,0,1,0.0058
img_2019,16,1,1,1,1,1,1,0.0091
img_2020,16,1,1,1,2,1,1,0.0426
img_2021,16,0,0,0,0,0,0,0.0074
img_2022,16,1,0,1,1,0,1,0.0036
img_2023,16,1,1,1,2,2,1,0.0111
img_2024,16,0,0,0,0,0,0,0.0054
img_2025,16,1,1,1,1,1,1,0.0432
img_2026,16,2,1,2,2,2,2,0.0829
img_2027,16,0,0,0,0,0,0,0.0151
img_2028,16,0,0,0,0,0,0,0.0128
img_2029,16,1,1,2,1,2,1,0.017
img_2030,16,1,2,1,1,1,1,0.0115
img_2031,16,1,1,1,1,0,1,0.0034
img_2032,16,1,1,1,1,1,1,0.0143
img_2033,16,0,0,0,0,0,0,0.0036
img_2034,16,0,0,0,0,0,0,0.0155
img_2035,16,0,1,1,1,0,1,0.0082
img_2036,16,1,1,1,1,0,1,0.0257
img_2037,16,1,1,1,1,1,1,0.0097
img_2038,16,2,2,2,2,1,2,0.0864
img_2039,16,0,1,1,1,1,1,0.0065
img_2040,16,2,2,2,2,2,2,0.0393
img_2041,16,1,1,1,1,1,1,0.0179
img_2042,16,0,1,1,1,1,1,0.0039
img_2043,16,1,1,1,1,1,1,0.0099
img_2044,16,1,1,1,1,1,1,0.0347
img_2045,16,2,2,2,2,2,2,0.0778
img_2046,16,1,1,1,1,1,1,0.0046
img_2047,16,0,1,1,1,1,1,0.0027
img_2048,16,2,2,2,2,2,2,0.0671
img_2049,16,1,1,1,1,1,1,0.032
img_2050,16,1,2,2,2,2,2,0.0518
img_2051,16,2,2,2,2,2,2,0.0836
img_2052,16,2,2,1,2,1,2,0.0319
img_2053,16,1,1,1,1,1,1,0.0034
img_2054,16,1,1,1,1,0,1,0.0233
img_2055,16,1,1,1,1,1,1,0.0475
img_2056,16,2,2,2,2,2,2,0.1129
img_2057,16,0,0,0,0,0,0,0.0029
img_2058,16,1,1,1,1,1,1,0.0207
img_2059,16,0,0,0,0,0,0,0.0173
img_2060,16,1,1,1,1,0,1,0.0026
img_2061,16,1,1,1,1,0,1,0.0025
img_2062,16,1,1,1,1,0,1,0.0016
img_2063,16,0,1,1,1,1,1,0.0024
img_2064,16,2,2,2,1,1,2,0.0128
